onda, ondas	<img src="_onda_kanagawa_big_wave_ola.JPG">	onda, ondas	a onda, as ondas	Movimento ondulatório, como o das águas.	sf	wave	A long body of water curling into an arched form and breaking on the shore.	n	ola, olas	la ola, las olas	Movimiento ondulatorio, como el del mar.	sf		ɐ ˈõdɐ | ɐʃ ˈõdɐʃ	a ˈõdɐ | aʃ ˈõdas		ˈweɪv	ˈweɪv				vague						Welle						onada						onda													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte Voc::Beach::PT-Praia Voc::Sea::PT-Mar Voc::Water::PT-Aigua
prece, preces	<img src="_que_chatice.JPG">	prece	a prece	Pedido ou súplica dirigida a uma divindade.	sf	prayer	A solemn request for help from a deity.	n	oración	la oración	Petición solemne dirigida a una deidad.	sf		ɐ ˈpɾɛsɨ	a ˈpɾɛsi		ˈpɹɛr	ˈpreə				prière						Beten						credo						credo													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::1VOC Portugues::1VOC::Musicas::Fazer-um-Gaudi Voc::Religion
pombos (alimento)		pombo, pombos	o pombo, os pombos	Ave urbana que se adapta bem a diversos ambientes.	sm	pigeon	A bird often found in cities, known for its adaptability and cooing sound.	n	palomo	el palomo	Ave urbana de gran adaptabilidad, común en ciudades.	sm		u ˈpõbu | uʃ ˈpõbuʃ	u ˈpõbu | uʃ ˈpõbus		ˈpʰɪdʒən	ˈpʰɪdʒən				pigeon						Taube						colom						piccione													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte Voc::Food::PT-Carne-Ave
pálpebras	<img src="_parpados_palbebras.JPG">	pálpebras	as pálpebras	Parte móvel que cobre e protege o olho.	sfp	eyelids	Folds of skin that cover and protect the eyes.	n	párpados					ɐʃ ˈpaɫpɨbɾɐʃ	aʃ ˈpawpebɾas	Mikasa arched her back, cheeks flushed and <b>eyelids </b>lowered, her mouth in a perfect, pink “O”.	ˈaɪˌlɪdz	ˈaɪlɪdz				paupières						Augenlider						parpelles						palpebre													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte My-Choice::FanFics::Rivamika::Set-Apart-Differences Voc::Eyes::PT-Olhos
peru (alimento)	<img src="_peru_pavo.JPG">	peru	o peru	Ave de grande porte, geralmente servida em ocasiões especiais.	sm	turkey	A large bird often eaten as food, especially during holidays.	n	pavo	el pavo		sm		u pɨˈɾu	u peˈɾu		ˈtʰɜ˞ki	ˈtʰɜːki				dinde					/dɛ̃d/	Truthahn					/ˈtruːthaːn/	gall dindi						tacchino													Livros::2A2-Misterio-da-Maria-Da-Fonte Portugues::1A2 Portugues::Falso_Amigo Voc::Food::PT-Carne Voc::Food::PT-Carne-Ave
malandro, malandra	<img src="Ackermans 03.jpg">	malandro, malandra	malandro, malandra	Que é esperto ou vive de maneira desonesta. (positivo ou negativo, dependendo do contexto). Muito usado no Brasil. <b>Com "M"</b>	adj m/f	rascal	A mischievous or cheeky person.	n	pícaro, pícara	el pícaro, la pícara		adj m/f		mɐˈlɐ̃dɾu | mɐˈlɐ̃dɾɐ	maˈlɐ̃dɾu | maˈlɐ̃dɾɐ		ˈɹæskəl	ˈrɑːskᵊl					coquin						schlau										picardiós						malandrino								Livros::1A2_O_Alienista Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::1A2 Portugues::1VOC Portugues::1VOC::Personalidade Portugues::1VOC::Pessoas::Descripçao Portugues::Adjetivos Voc::People::Description Voc::Personality Voc::Rude
pinhão, pinhões	<img src="_pinhao_piñones.JPG">	pinhão, pinhões	o pinhão, os pinhões	Semente comestível extraída de pinheiros.	sm / smp	pine nut	Edible seeds of pine trees.	n	piñón	el piñón, los piñones		sm/smp		u piˈɲɐ̃w̃ | uʃ piˈɲõj̃ʃ	u piˈɲɐ̃w̃ | uʃ piˈɲõj̃s		ˈpʰaɪn ˈnət	ˈpʰaɪn ˈnʌt				pignon					/piɲɔ̃/	Pinienkern						pinyó						pignolo													Livros::2A2-Misterio-da-Maria-Da-Fonte Portugues::1A2 Portugues::1VOC::Alimentos::Legumes Voc::Food::PT-Nozes Voc::Food Voc::Food::Vegetables Voc::Nuts
pistácio / pistachio	<img src="_pistachos_pistaches_pistachios.JPG">	pistácio / pistachio	o pistácio / o pistachio	Semente comestível usada em doces e salgados.	sm	pistachio	Small green edible seed often used in cooking.	n	pistacho	el pistacho, los pistachos		sm		u piˈʃtasiu | u piʃtɐˈʃiu	u pisˈtasiu | u pistaˈʃiu		pəˈstæʃioʊ	pɪˈstɑːʃɪˌəʊ				pistache					/pistaʃ/	Pistazie					/pɪsˈtaːtsi̯ə/	pistatxo/pistatxo						pistacchio													Livros::2A2-Misterio-da-Maria-Da-Fonte Portugues::1A2 Voc::Food::PT-Nozes
pena		pena	a pena	Instrumento de escrita antigo ou a ação de escrever com uma pena.	sf	quill	An old writing instrument made from a bird's feather.	n	pluma	la pluma	Instrumento antiguo de escritura hecho con pluma de ave.	sf	Sem pena, nem dilema	ɐ ˈpɛnɐ	a ˈpɛnɐ		ˈkwɪl	ˈkwɪl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U6-Maria-Da-Fonte Portugues::1VOC Portugues::1VOC::Musicas::Fazer-um-Gaudi
reflectir		reflectir	reflectir	Pensar cuidadosamente sobre algo; refletir.	v	to reflect	To think deeply or carefully about something.	v	reflexionar	reflexionar	Pensar cuidadosamente sobre algo.	v		ʁɨflɨˈktiɾ	ʁeflekˈtʃiʁ		tə ɹɪˈflɛkt	tə rɪˈflekt				reflectir						Reflektieren						reflectir						riflettere													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
relinchar		relinchar	relinchar	Som alto e prolongado emitido por cavalos.	v	neigh	What sound do horses make?	v	relinchar					ʁɨlĩˈʃaɾ	ʁelĩˈʃaʁ	The horse neighed when it saw me.	ˈneɪ	ˈneɪ				hennir						Wiehern						rinyolar						nitrire													English Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Voc::Animals::PT-Animais
preencher		preencher	preencher	Completar um espaço vazio com algo.	v	to fill	To make something full; to occupy empty space.	v	rellenar	rellenar	Llenar un espacio vacío con algo.	v		pɾɨẽˈʃeɾ	pɾeẽˈʃeʁ		tə ˈfɪl	tə ˈfɪl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::Ortografia::Sibilantes::Rajoy-SH
orvalho	<img src="_orvalho.JPG">	orvalho	o orvalho	Gotas de água que se formam por condensação durante a noite.	sm	dew	Tiny drops of water that form on cool surfaces at night.	n	rocío	el rocío	Gotas de agua que se forman por condensación nocturna.	sm		u oɾˈvaʎu	u oʁˈvaʎu		ˈdu	ˈdjuː				rosée						Tau						rosada						rugiada													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U1-Maria-Da-Fonte Voc::Geo::Water Voc::Nature
rumo		rumo	o rumo	Direção ou caminho que se segue ou se pretende seguir.	sm	direction			rumbo					u ˈʁumu	u ˈʁumu		də˞ˈɹɛkʃən	daɪˈrekʃᵊn				direction						Richtung						rumb						direzione													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte My_Mess::Multi Portugues::1VOC::2A2::U6-Achas-Estou-Em-Forma
abalar	<img src="_abalar_.JPG">	abalar	abalar	Partir, deixar um lugar; também pode significar perturbar emocionalmente.	v	to shake	To cause to move back and forth; to disturb emotionally.	v	sacudir	sacudir	Mover algo de un lado a otro; perturbar emocionalmente.	v		ɐbɐˈlaɾ	abaˈlaʁ		tə ˈʃeɪk	tə ˈʃeɪk				ébranler						erschüttern						sacsejar						scuotere													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte
chapéu	<img src="_chapeu_sombrero.JPG">	chapéu	o chapéu	Peça usada na cabeça como proteção ou adorno.	sm	hat	Headwear used for protection or fashion.	n	sombrero	el sombrero		sm		u ʃɐˈpɛw	u ʃaˈpɛw		ˈhæt	ˈhæt				chapeau						Hut						barret						cappello													Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte Portugues::1A2 Portugues::1VOC Portugues::1VOC::Roupa::Acessórios Portugues::Ortografia::Sibilantes::Inseto-Z Voc::Clothing Voc::Hats
assoar-se	<img src="_precisar_lenços_tissues.JPG">	assoar-se	assoar-se	Limpar as narinas expulsando ar pelo nariz, geralmente com a ajuda de um lenço.	v	to blow one's nose	To clear the nostrils by forcing air out into a tissue.	exp	sonarse	sonarse		v		ɐsuˈaɾsɨ	asoˈaʁsi		tə ˈbloʊ ˈwənz ˈnoʊz	tə ˈbləʊ ˈwʌnz ˈnəʊz				se moucher						sich schnäuzen						sonar-se						soffiarsi il naso													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte Portugues::1A2 Portugues::1VOC Portugues::1VOC::Saude Portugues::1VOC::Saude::Tratamento Voc::Health
espanto		espanto	o espanto	Surpresa ou admiração intensa diante de algo inesperado.	sm	astonishment	A feeling of great surprise, often with an emotional impact.	n	susto, asombro	el susto, el asombro	Gran sorpresa o impresión fuerte ante algo inesperado.	sm	Já não vejo espanto em mais um arranhão	u ˈʃpɐ̃tu	u isˈpɐ̃tu		əˈstɑnɪʃmənt	əˈstɒnɪʃmənt				étonnement						Erstaunen						esglai						stupore													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::1VOC::Musicas::Inquieta-Carolina-Deslandes Portugues::1VOC::Tricky Portugues::Falso_Amigo
tampa	<img src="_tampa.JPG">	tampa	a tampa	Cobertura ou peça usada para fechar recipientes.	sf	lid	A removable or hinged cover for a container.	n	tapa	la tapa	Cobertura usada para cerrar un recipiente.	sf		ɐ ˈtɐ̃pɐ	a ˈtɐ̃pɐ		ˈlɪd	ˈlɪd				couvercle						Deckel						tapa						tappo													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::1VOC Portugues::1VOC::Casa::Cozinha::Utensílios::Utensílios Portugues::1VOC::Cozinhar
veludo	<img src="_veludo_terciopelo.JPG">	veludo	o veludo	Tecido macio com superfície peluda.	sm	velvet	A soft, luxurious fabric with a dense, smooth pile.	n	terciopelo	el terciopelo		sm		u vɨˈludu	u veˈludu		ˈvɛlvət	ˈvelvɪt				velours					/vəluʁ/	Samt						vellut						velluto													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::1A2 Voc::Clothing::PT-Roupa Voc::Clothing::PT-Tecidos
vitela	<img src="_vitela_ternera.JPG">	vitela	a vitela	Carne de bovino jovem, macia e de sabor suave.	sf	veal	Meat from a young calf.	n	ternera	la ternera		sf		ɐ viˈtɛlɐ	a viˈtɛlɐ		ˈvil	ˈviːl				veau					/vo/	Kalbfleisch					/ˈkalpflaɪ̯ʃ/	vedella						vitello													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte Portugues::1A2 Voc::Food::PT-Carne
uma torrada	<img src="_torrada_tostada_pan_con_mantequilla.JPG">	torrada	uma torrada	Fatia de pão tostada.	sf	toast	Slice of bread browned by heat.	n	tostada	una tostada		sf	(ex.: quero uma torrada com manteiga)	ˈumɐ tuˈʁadɐ	ˈumɐ toˈʁadɐ		ˈtʰoʊst	ˈtʰəʊst				pain grillé					/pɛ̃ ɡʁije/	Toast					/ˈtoːst/	torrada						pane tostato													Livros::2A2-Misterio-da-Maria-Da-Fonte My_Mess::Multi Portugues::1A2 Portugues::1VOC::2A2::U6-Achas-Estou-Em-Forma Portugues::1VOC::Alimentos::Pao Portugues::1VOC::Refeições::Pequeno_Almoço Portugues::Falso_Amigo Voc::Food::Breakfast
percurso (caminhada)		percurso	o percurso	Distância ou espaço percorrido; trajeto.	u pɨɾˈkuɾsu	path		n	trayectoria					u pɨɾˈkuɾsu	u peʁˈkuʁsu		ˈpʰæθ	ˈpʰɑːθ				chemin						Weg						percurs						percorso													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte My_Mess::Multi Portugues::1VOC::2A2::U6-Achas-Estou-Em-Forma Voc::Walking::PT-Caminhar
trovão, trovões		trovão, trovões	o trovão, os trovões	O som produzido pela descarga elétrica de um raio.	sm	thunder	The sound caused by lightning as the air rapidly expands and contracts.	n	trueno, truenos	el trueno, los truenos	Sonido producido por un rayo.	sm		u tɾuˈvɐ̃w̃ | uʃ tɾuˈvõj̃ʃ	u tɾoˈvɐ̃w̃ | uʃ tɾoˈvõj̃s		ˈθəndə˞	ˈθʌndə				tonnerre, tonnerres						Donner, Donnern						tronada, trons						tuono, tuoni													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte Portugues::1VOC Voc::Climate Voc::Geo
tulipas (flores)	<img src="_tulipa_.JPG">	tulipa, túlipas	a tulipa, as tulipas	Flor de origem europeia, disponível em várias cores e muito apreciada.	sf	tulip	A cup-shaped flower that blooms in spring and comes in a variety of colors.	n	tulipán	el tulipán	Flor en forma de copa, popular en jardines europeos y de varios colores.	sm		ɐ tuˈlipɐ | ɐʃ tuˈlipɐʃ	a tuˈlipɐ | aʃ tuˈlipas		ˈtʰuləp	ˈtʰjuːlɪp				Tulipe						Tulpe						Tulipa						Tulipano													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U5-Maria-Da-Fonte Voc::Flowers::PT-Flores
turbilhão	<img src="_turbilhao.JPG">	turbilhão	o turbilhão	Movimento circular intenso; confusão ou agitação.	sm	turbulence	Violent or unsteady movement of air or water; agitation.	n	turbulencia	la turbulencia	Movimiento violento o confuso del aire o agua.	sf		u tuɾbiˈʎɐ̃w̃	u tuʁbiˈʎɐ̃w̃		ˈtʰɜ˞bjələns	ˈtʰɜːbjʊləns				tourbillon						Turbulenzen						turbilhão						turbine													Curso::2A2 Livros::2A2-Cinco-minutos Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U1-Maria-Da-Fonte Voc::Climate::Storms Voc::Disasters Voc::Geo::Water
viúvo		viúvo	o viúvo	Homem cujo cônjuge faleceu.	sm	widower	A man whose spouse has died.	n	viudo	el viudo		sm		u viˈuvu	u viˈuvu		ˈwɪdəwə˞	ˈwɪdəʊə				viudo	el viudo				Hombre cuyo cónyuge ha fallecido.	Witwer						viudo						vedovo													Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U3-Maria-Da-Fonte Portugues::1A2 Portugues::1VOC Voc::Family Voc::People::Relationships
frincha, frinchas (frinchas da paredes)		frincha, frinchas	a frincha, as frinchas	Abertura estreita e comprida, como fenda numa parede ou porta.	sfp	crack, cracks	A narrow and long opening, like a split in a wall or door.	np	hendidura, hendiduras	la hendidura, las hendiduras	Abertura estrecha y alargada, como una grieta en una pared o puerta.	sfp		ɐ ˈfɾĩʃɐ | ɐʃ ˈfɾĩʃɐʃ	a ˈfɾĩʃɐ | aʃ ˈfɾĩʃas		ˈkɹæk | ˈkɹæks	ˈkræk | ˈkræks				ranura, ranuras	las ranuras				Abertura estrecha y alargada, como una grieta en una pared o puerta.																										Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
fenda		fenda	a fenda	Abertura ou rasgo estreito e comprido, geralmente em roupas ou superfícies.	sf	slit	A narrow cut or opening, typically in clothing or surfaces.	n	hendidura	la hendidura	Abertura o corte estrecho y alargado, generalmente en ropa o superficies.	sf		ɐ ˈfẽdɐ	a ˈfẽdɐ		ˈslɪt	ˈslɪt				rajadura	la rajadura				Abertura o rasgadura estrecha y alargada, generalmente en ropa o superficies.																										Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
frestas da carruagem		frestas da carruagem	as frestas da carruagem	Aberturas estreitas por onde passa luz ou ar.	sfp	cracks in the carriage	Narrow openings where light or air passes through in a carriage.	np	rendijas del carruaje	las rendijas del carruaje	Aberturas estrechas por donde pasa la luz o el aire en un carruaje.	sfp		ɐʃ ˈfɾɛʃtɐʒ dɐ kɐʁuˈaʒɐ̃j̃	aʃ ˈfɾɛstas dɐ kaʁuˈaʒẽj̃		ˈkɹæks ˈɪn ðə ˈkʰɛrɪdʒ	ˈkræks ɪn ðə ˈkʰærɪdʒ				grietas de la carroza	las grietas de la carroza				Aberturas estrechas por donde pasa luz o aire en una carroza.																										Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
âmago		âmago	o âmago	A parte mais íntima ou essencial de algo; o centro.	sm	core	The most essential or central part of something.	n	núcleo	el núcleo	La parte más íntima o esencial de algo; el centro.	sm		u ˈɐmɐɡu	u ˈɐmaɡu		ˈkʰɔr	ˈkʰɔː				centro	el centro				La parte más íntima o esencial de algo.																										Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
cenário (gral)		cenário	o cenário	A ambientação visual de uma cena ou narrativa.	sm	scene setting	The visual arrangement of a scene or story.	n	escenario	el escenario	La ambientación visual de una escena o narrativa.	sm		u sɨˈnaɾiu	u seˈnaɾiu		ˈsin ˈsɛtɪŋ	ˈsiːn ˈsetɪŋ				escenario	el escenario				La ambientación visual de una escena o narrativa.	Schauplatz						escenari						ambientazione													Curso::1C1 Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
toches		toches	as tochas acesas	Pedaços de madeira ou material inflamável usados para iluminação, geralmente em trilhas ou eventos noturnos.	sfp	lit torches	Pieces of wood or flammable material used for lighting, usually on trails or at night events.	np	antorchas encendidas	las antorchas encendidas	Pedazos de madera o material inflamable usados para iluminación, generalmente en caminos o eventos nocturnos.	sfp		ɐʃ ˈtɔʃɐz ɐˈsezɐʃ	aʃ ˈtɔʃas aˈsezas		ˈlɪt ˈtʰɔrtʃəz	ˈlɪt ˈtʰɔːtʃɪz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
redondezas		redondezas	as redondezas	Áreas próximas ou ao redor de um local específico.	sfp	surroundings	Nearby areas around a specific place.	np	alrededores	los alrededores	Áreas próximas o que rodean un lugar específico.	sfp		ɐʒ ʁɨdõˈdɛzɐʃ	aʒ ʁedõˈdɛzas		sə˞ˈɹaʊndɪŋz	səˈraʊndɪŋz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
bagos		bagos	os bagos	Frutos pequenos e arredondados, como uvas ou grãos de cereais.	smp	berries	Small and round fruits, like grapes or cereal grains.	np	granos	los granos	Frutos pequeños y redondeados, como las uvas o granos de cereales.	smp		uʒ ˈbaɡuʃ	uʒ ˈbaɡus		ˈbɛriz	ˈberiz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
bagos de uva		bagos de uva	os bagos de uva	Unidades individuais do cacho de uva; frutos pequenos e suculentos.	smp	grape berries	Individual small fruits from a bunch of grapes.	np	granos de uva	los granos de uva	Unidades individuales del racimo de uva; frutos pequeños y jugosos.	smp		uʒ ˈbaɡuʒ dɨ ˈuvɐ	uʒ ˈbaɡus dʒi ˈuvɐ		ˈɡɹeɪp ˈbɛriz	ˈɡreɪp ˈberiz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
receios		receios	os receios	Medos ou preocupações, muitas vezes sem razão clara.	smp	fears	Fears or worries, often without a clear reason.	np	temores	los temores	Miedos o preocupaciones, a menudo sin una razón clara.	smp		uʒ ʁɨˈsɐjuʃ	uʒ ʁeˈsejus		ˈfɪrz	ˈfɪəz																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
receios e dúvidas		receios e dúvidas	os receios e dúvidas	Inseguranças ou hesitações diante de uma situação ou decisão.	smp	fears and doubts	Insecurities or hesitations when facing a situation or decision.	np	temores y dudas	los temores y dudas	Inseguridades o vacilaciones ante una situación o decisión.	smp		uʒ ʁɨˈsɐjuz i ˈduvidɐʃ	uʒ ʁeˈsejus i ˈduvidas		ˈfɪrz ənd ˈdaʊts	ˈfɪəz ənd ˈdaʊts																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
traveseiro		traveseiro	o travesseiro	Almofada usada para apoiar a cabeça ao dormir.	sm	pillow	A cushion used to support the head while sleeping.	n	almohada	la almohada	Cojín usado para apoyar la cabeza al dormir.	sf		u tɾɐvɨˈsɐjɾu	u tɾaveˈsejɾu		ˈpʰɪloʊ	ˈpʰɪləʊ																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
xaile		xaile	o xaile negro	Peça de roupa usada sobre os ombros, geralmente por mulheres, para aquecer ou enfeitar.	sm	black shawl	Garment worn over the shoulders, usually by women, for warmth or decoration.	n	chal negro	el chal negro	Prenda de vestir usada sobre los hombros, generalmente por mujeres, para abrigarse o adornar.	sm		u ˈʃajlɨ ˈnɛɡɾu	u ˈʃajli ˈnɛɡɾu		ˈblæk ˈʃɔl	ˈblæk ˈʃɔːl																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
arvoredo		arvoredo	o arvoredo	Conjunto de árvores densamente agrupadas, como em uma floresta ou parque.	sm	woodland	A dense group of trees, as in a forest or park.	n	arbolado	el arbolado	Conjunto de árboles agrupados densamente, como en un bosque o parque.	sm		u ɐɾvuˈɾɛdu	u aʁvoˈɾɛdu		ˈwʊdlənd	ˈwʊdlənd																																			Livros::2A2-Misterio-da-Maria-Da-Fonte::Maria-Da-Fonte::U4-Maria-Da-Fonte
